Index,Method,Sheet_ID,Date,Date_survey_started,Start Time,End Time,Start GPS Name,End GPS Name,Start Y,Start X,Start Temp (c),,End Y,End X,End Temp (c),Observers,Scribe,Survey,Number,No,Time,Species,Y,Y_old,X,X_old,SVL_mm,Color,Nuptial_Pads,gravid,STAGE,Use_for_size,Mass,Disposition,Microhabitat,Habitat_type,Burrow(Y/N),Burrow_Depth,GPS Waypoint,COMMENTS,Time to process,Toads Missed,QC
1972,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,32,2136,SCHO,4118992,,367312,,46.2,Y,Y,N,M,,,,,,,,1098,,,,
1802,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,29,2216,SCHO,4119143,4118143,364482,,46.3,Y,Y,N,M,,,,,,,,1021,,,,
1078,RoadVES,SCTR-11-MAY-2017-02,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,55,2300,SCHO,4118463,,364600,,46.4,DY,Y,N,M,,,,,,,,,,,,
2160,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,222,2346,SCHO,4119650,,367631,,46.4,DY,FAINT,N,M,,,,,,,,,,,,
874,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,874,49,-,SCHO,4118809,,364472,,46.5,DY,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
976,RoadVES,SCTR-20-JUL-2016-01,20-Jul-16,20-Jul-16,-,-,-,-,4119769,364520,-,,412000,364110,-,,,10,976,31,-,SCHO,4119957,,364114,,46.5,DY,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
985,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,JF spiders,,11,985,4,-,SCHO,4120383,,363850,,46.5,DY,Y,N,M,,-,OK,L.L.,-,N,,-,ADS finished at 22:45,,,
998,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,525 spiders,,11,998,17,-,SCHO,4120439,,363837,,46.5,DY,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1570,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,48,2355,SCHO,4120002,,364573,,46.5,Y,Y,N,M,,,,,,,,860,,,,
1573,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,51,3,SCHO,4120007,,364588,,46.5,Y,Y,N,M,,,,,,,,863,,,,
1605,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,4,2203,SCHO,4118567,,366459,,46.5,Y,FAINT,N,M,,,,,,,,,,,,
798,RoadVES,SCTR-14-MAY-2016-01,14-May-16,14-May-16,23:23,0:20,Junction of ftown loop,#377/5,,,15.1,,4120639,363762,16.1,"ADS, MRL",,5,798,14,2350,SCHO,4120828,,363732,,46.6,DY,Y,N,M,,-,-,L.L.,Forest,N,,#372/5,,,,
1420,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,30,2336,SCHO,4120415,,363872,,46.6,Y,Y,N,M,,,,,,,,,,,,
1530,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,8,2125,SCHO,4119971,,364169,,46.6,Y,Y,N,M,,,,,,,,820,,,,
1690,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,13,2226,SCHO,4118480,,366435,,46.6,Y,Y,N,M,,,,,,,,904,,,,
2090,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,151,2249,SCHO,4119232,,367567,,46.6,DY,FAINT,N,M,,,,,,,,1154,,,,
1544,RoadVES,SCTR-16-May-2017-04,16-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,22,2217,SCHO,4119830,,364419,,46.7,Y,Y,N,M,,,,,,,,834,,,,
1689,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,12,2225,SCHO,4118484,,366438,,46.7,Y,Y,N,M,,,,,,,,903,,,,
1977,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,37,2138,SCHO,4118995,,367324,,46.7,Y,Y,N,M,,,,,,,,1100,,,,
854,RoadVES,SCTR-21-JUN-2016-01,21-Jun-16,21-Jun-16,2227,34,-,-,4118580,364280,-,,4118815,364463,-,"KN, JF, ADS",,7,854,29,-,SCHO,4118713,,364392,,46.8,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1155,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,41,2310,SCHO,4118413,,364586,,46.8,DY,Y,N,M,,,,,,,,GPS 5 - 644,,,,
2215,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,276,53,SCHO,4120578,,363786,,46.8,Y,Y,N,M,,,,,,,,,,,,
1401,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,11,2201,SCHO,4120437,,363867,,46.8,Y,FAINT,N,M,,,,,,,,,,,,
995,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,995,14,-,SCHO,4120415,,363842,,46.9,DY,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1050,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,27,2215,SCHO,4118472,,364486,,46.9,DY,Y,N,M,,,,,,,,,,,,
1408,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,18,2256,SCHO,4120372,,363842,,46.9,DY,Y,N,M,,,,,,,,,,,,
1988,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,48,2145,SCHO,4118981,,367367,,47,Y,Y,N,M,,,,,,,,,,,,
481,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,481,16,23:34,SCHO,4118420,,365874,,47.1,Y,Y,N,M,,-,A,L.L.,-,N,,#121/5,,,,
1434,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,14,2133,SCHO,4119907,,364153,,47.1,Y,Y,N,M,,,,,,,,,,,,
1825,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,52,2319,SCHO,4118837,,364466,,47.1,Y,Y,N,M,,,,,,,,1044,,,,
222,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,222,86,28,SCHO,4121494,,363715,,47.2,Y,Y,DC,M,,-,A,leaf litter,forest,N,,point 267,,,,
1022,RoadVES,SCTR-21-AUG-2016-01,21-Aug-16,21-Aug-16,23:01,-,-,-,4120677,363753,-,,-,-,-,"ADS, JF",,,1022,1,-,SCHO,4120555,,363815,,47.2,DY,FAINT,N,M,,-,OK,L.L.,-,N,,-,,,,
588,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,588,30,2231,SCHO,4118444,,364748,,47.2,Y,Y,N,M,,13.3,A,L.L.,-,N,,-,,,,
1157,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,43,2313,SCHO,4118427,,364603,,47.2,Y,Y,N,M,,,,,,,,GPS 5 - 645,,,,
1691,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,14,2228,SCHO,4118478,,366430,,47.2,Y,Y,N,M,,,,,,,,905,,,,
1955,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,15,2125,SCHO,4118956,,367268,,47.2,Y,Y,N,M,,,,,,,,,,,,
927,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,927,29,-,SCHO,4119085,,364487,,47.3,DY,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1814,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,41,2256,SCHO,4118725,,364398,,47.3,Y,Y,N,M,,,,,,,,1033,,,,
645,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,645,87,2337,SCHO,4118444,,364552,,47.4,Y,Y,N,M,,11.1,A,L.L.,-,N,,-,,,,
1752,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,75,16,SCHO,4118359,,366250,,47.4,Y,Y,N,M,,,,,,,,971,,,,
1834,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,61,1,SCHO,4120010,,364054,,47.4,Y,Y,N,M,,,,,,,,1053,,,,
1903,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,41,2316,SCHO,4118824,,364416,,47.4,Y,Y,N,M,,,,,,,,,,,,
527,RoadVES,SCTR-27-APR-2016-03,28-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,527,62,1:02,SCHO,4118411,,366374,,47.5,Y,Y,N,M,,-,A,L.L.,-,N,,#141/5,,,,
941,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,,,9,941,11,-,SCHO,4118915,,364384,,47.5,GY,Y,N,M,,,OK,L.L.,-,N,,,,,,
1221,RoadVES,SCTR-14-MAY-2017-01,14-May-17,14-May-17,2115,,,,,,20,,,,,ADS,AC,2,,11,2140,SCHO,4120462,,365709,,47.5,Y,Y,N,M,,,,,,,,,,,,
1611,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,10,2223,SCHO,4118425,,366026,,47.5,Y,Y,N,M,,,,,,,,,,,,
1718,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,41,2316,SCHO,4118417,,366362,,47.5,DY,Y,N,M,,,,,,,,934,,,,
1890,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,28,2216,SCHO,4119162,,364495,,47.5,Y,Y,N,M,,,,,,,,,,,,
2055,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,116,2224,SCHO,4119116,,367446,,47.5,Y,Y,N,M,,,,,,,,1135,,,,
1278,RoadVES,SCTR-14-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,,,2,,68,2326,SCHO,4119828,,365455,,47.6,Y,FAINT,N,M,,,,,,,,,Faint pads,,,
1480,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,60,2322,SCHO,4119750,,364567,,47.6,Y,Y,N,M,,,,,,,,,,,,
1614,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,13,2240,SCHO,4118447,,365892,,47.6,Y,Y,N,M,,,,,,,,,,,,
1767,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,90,107,SCHO,4118406,,366053,,47.6,Y,Y,N,M,,,,,,,,986,,,,
2159,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,221,2345,SCHO,4119648,,367631,,47.6,DY,Y,N,M,,,,,,,,,,,,
607,RoadVES,SCTR-09-MAY-2016-01,9-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,607,49,2253,SCHO,4118483,,364701,,47.7,Y,Y,N,M,,12.5,A,L.L.,-,N,,-,,,,
889,RoadVES,SCTR-01-JUL-2016-01,1-Jul-16,1-Jul-16,22:10,23:15,-,-,4118810,364446,23.7,,4119236,364565,-,"KN, ADS, LT",,8,889,10,-,SCHO,4119032,,364468,,47.7,DY,Y,N,M,,11.2,OK,L.L.,-,N,,-,,,,
989,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,,,11,989,8,-,SCHO,4120398,,363839,,47.7,DY,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1932,RoadVES,SCTR-18-MAY-2017-04,19-May-17,18-May-17,,,,,,,,,,,,,,5,,68,43,SCHO,4120333,,363890,,47.7,Y,Y,N,M,,,,,,,,,,,,
1969,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,29,2134,SCHO,4118981,,367288,,47.7,Y,Y,N,M,,,,,,,,1097,,,,
2133,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,195,2326,SCHO,4119512,,367665,,47.7,DY,Y,N,M,,,,,,,,,,,,
453,RoadVES,SCTR-22-APR-2016-04,23-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,453,121,34,SCHO,4118426,,365782,,47.8,Y,Y,N,M,,-,A,L.L.,Forest,N,,464,,,,
1344,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,40,2241,SCHO,4120208,,365786,,47.8,Y,Y,N,M,,,,,,,,GPS 5 - 748,,,,
1712,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,35,2307,SCHO,4118426,,366347,,47.8,Y,Y,N,M,,,,,,,,928,,,,
1478,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,58,2319,SCHO,4119747,,364564,3645064,47.9,Y,Y,N,M,,,,,,,,,,,,
1734,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,57,2343,SCHO,4118381,,366323,,47.9,Y,Y,N,M,,,,,,,,950,,,,
1765,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,88,58,SCHO,4118368,,366109,,47.9,Y,Y,N,M,,,,,,,,984,,,,
1885,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,23,2159,SCHO,4119259,,364572,,47.9,Y,Y,N,M,,,,,,,,,,,,
123,RoadVES,SCTR-12-Apr-2016-01,4/12/16,,2048,2325,,,4119851,365408,,,cul de sac,,,"ADS, AO",,,123,26,2215,SCHO,4120486,,365745,,48,Y,Y,DC,M,,-,A,leaf litter,forest,N,,point 179,,,,
1006,RoadVES,SCTR-19-AUG-2016-01,19-Aug-16,19-Aug-16,,,,,,,,,,,,610 spiders,,11,1006,8,-,SCHO,4120377,,363872,,48,DY,FAINT,N,M,,-,OK,L.L.,-,N,,-,,,,
470,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,470,5,-,SCHO,4118407,,365853,,48,Y,Y,N,M,,-,A,L.L.,-,N,,#117/5,,,,
1745,RoadVES,SCTR-17-MAY-2017-03,18-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,68,5,SCHO,4118380,,366279,,48,Y,Y,N,M,,,,,,,,963,,,,
179,RoadVES,SCTR-18-Apr-2016-01,4/18/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,179,43,2336,SCHO,4121260,,363716,,48.1,Y,Y,DC,M,,-,A,leaf litter,forest,Y,,point 232,,,,
902,RoadVES,SCTR-11-JUL-2016-01,11-Jul-16,11-Jul-16,2331,41,,French artillery park,-,-,-,,4119074,364479,-,-,,9,902,4,-,SCHO,4119359,,364648,,48.1,Y,Y,N,M,,-,OK,L.L.,-,N,,-,,,,
1606,RoadVES,SCTR-17-May-2017-01,17-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,5,2205,SCHO,4118568,,366457,,48.1,Y,Y,N,M,,,,,,,,,,,,
1819,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,46,2304,SCHO,4118769,,364447,,48.1,Y,Y,N,M,,,,,,,,1038,,,,
1994,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,54,2150,SCHO,4118981,,367365,,48.1,Y,Y,N,M,,,,,,,,,,,,
476,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,476,11,23:24,SCHO,4118422,,365876,,48.2,Y,Y,N,M,,-,A,L.L.,-,N,,#119/5,,,,
1199,RoadVES,SCTR-12-MAY-2017-02,14-May-17,14-May-17,,,,,,,,,,,,HM,RH,2,,3,2226,SCHO,4118958,,367308,,48.2,Y,Y,N,M,,,,,,,,GPS 5 - 683,,,,
1333,RoadVES,SCTR-14-MAY-2017-04,14-May-17,14-May-17,,,,,,,,,,,,,,2,,29,2229,SCHO,4120230,,365793,,48.2,Y,Y,N,M,,,,,,,,GPS 5 - 741,,,,
1705,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,28,2250,SCHO,4118437,,366391,,48.2,Y,Y,N,M,,,,,,,,919,,,,
1795,RoadVES,SCTR-18-May-2017-01,18-May-17,18-May-17,2056,,,,,,26.6,66.5,,,,HM,RH,5,,22,2202,SCHO,4119085,,364465,,48.2,Y,Y,N,M,,,,,,,,1014,,,,
1964,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,24,2130,SCHO,4118981,,367291,,48.2,Y,Y,N,M,,,,,,,,1094,,,,
1494,RoadVES,SCTR-16-MAY-2017-02,16-May-17,16-May-17,2105,,,,,,,,,,,RH/ADS,ADS/RH,3,,74,2358,SCHO,4120169,,364905,,48.2,GY,FAINT,N,M,,,,,,,,,,,,
472,RoadVES,SCTR-27-APR-2016-01,27-Apr-16,27-Apr-16,23:05,1:50,#021/8,,4118404,365819,#062/8,,4118595,366481,,"AO, ADS, SB",,2,472,7,-,SCHO,4118388,,365843,,48.3,Y,Y,N,M,,-,A,L.L.,-,N,,#025/8,,,,
1147,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,33,2248,SCHO,4118412,,364525,,48.3,DY,Y,N,M,,,,,,,,GPS 5 - 636,,,,
1973,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,33,2136,SCHO,4118956,,367347,,48.4,Y,Y,N,M,,,,,,,,,,,,
703,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,703,145,55,SCHO,4118517,,364352,,48.5,Y,Y,N,M,,13.8,A,L.L.,-,N,,-,,,,
1663,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,62,43,SCHO,4118408,4418408,365762,,48.5,Y,Y,N,M,,,,,,,,,,,,
1743,RoadVES,SCTR-17-MAY-2017-03,17-May-17,17-May-17,2125,,,,,,28.7,,,,,HM/NK,NK,4,,66,2359,SCHO,4118368,,366301,,48.5,Y,Y,N,M,,,,,,,,960,,,,
1883,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,21,2155,SCHO,4119255,,364575,,48.5,Y,Y,N,M,,,,,,,,,,,,
1889,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,27,2205,SCHO,4119244,,364561,,48.5,DY,FAINT,N,M,,,,,,,,,VERY FAINT,,,
699,RoadVES,SCTR-09-MAY-2016-01,10-May-16,9-May-16,2145,,,,4118457,364943,,,,,,"ADS, MRL, scribe BN",,3,699,141,47,SCHO,4118521,,364354,,48.6,Y,Y,N,M,,15.1,A,L.L.,-,N,,-,,,,
749,RoadVES,SCTR-11-MAY-2016-01,11-May-16,11-May-16,1:10,2:32,,,4118567,364246,17.9,,4118426,364197,16.4,"ADS, MRL, BN",,4,749,24,149,SCHO,4118541,,364166,,48.6,Y,Y,N,M,,-,-,L.L.,-,N,,-,,1:52,2,
1581,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,59,24,SCHO,4120006,,364638,,48.6,Y,Y,N,M,,,,,,,,871,,,,
387,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,387,55,2216,SCHO,4118390,,365458,,48.7,Y,Y,N,M,,-,A,L.L.,Forest,N,,,,,,
788,RoadVES,SCTR-14-MAY-2016-01,14-May-16,14-May-16,23:23,0:20,Junction of ftown loop,#377/5,,,15.1,,4120639,363762,16.1,"ADS, MRL",,5,788,4,2329,SCHO,4120928,,363722,,48.7,Y,Y,N,M,,-,-,L.L.,Field edge,N,,#273/8,,,,
1162,RoadVES,SCTR-11-MAY-2017-04,11-May-17,11-May-17,,,,,,,,,,,,HM,RH,1,,48,2333,SCHO,4118416,,364680,,48.8,DY,Y,N,M,,,,,,,,GPS 5 - 650,,,,
1676,RoadVES,SCTR-17-May-2017-02,18-May-17,17-May-17,,,,,,,24,76.6,,,,ADS,RH,4,,75,115,SCHO,4118404,,365984,,48.8,Y,Y,N,M,,,,,,,,,,,,
1985,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,45,2145,SCHO,4118985,,367366,,48.8,Y,Y,N,M,,,,,,,,,,,,
1456,RoadVES,SCTR-16- MAY-2017-01,16-May-17,16-May-17,2105,,,,,,19.5,76.6,,,,ADS,RH,3,,36,2232,SCHO,4119753,,364464,,48.9,Y,Y,N,M,,,,,,,,,,,,
2188,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,250,4,SCHO,4119755,,367612,,48.9,DY,FAINT,N,M,,,,,,,,,FAINT,,,
2220,RoadVES,SCTR-19-MAY-2017-06,20-May-17,19-May-17,,,,,,,,,,,,,,6,,281,56,SCHO,4120595,,363756,,48.9,Y,Y,N,M,,,,,,,,,,,,
2039,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,100,2215,SCHO,4119086,,367473,,48.9,DY,FAINT,N,M,,,,,,,,,,,,
88,RoadVES,SCTR-11-Apr-2016-01,4/12/16,,2050,32,,155,4121195,367160,,,4119073,366990,,"ADS, AO",,,88,88,15,SCHO,4119025,,367164,,49,Y,Y,DC,M,,-,A,grass,field,N,,point 147,,,,
202,RoadVES,SCTR-18-Apr-2016-01,4/19/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,202,66,6,SCHO,4121458,,363762,,49,Y,Y,DC,M,,-,A,leaf litter,forest,N,,point 252,,,,
1862,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,88,100,SCHO,4120487,,363836,,49,Y,Y,N,M,,,,,,,,1081,,,,
2043,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,104,2218,SCHO,4119106,,367477,,49,Y,Y,N,M,,,,,,,,,,,,
1041,RoadVES,SCTR-11-MAY-2017-01,11-May-17,11-May-17,2109,,,,,,15.7,95.8,,,,ADS,AC,1,,18,2148,SCHO,4118517,,364399,,49.1,DY,FAINT,N,M,,,,,,,,,Faint nuptial pads,,,
1160,RoadVES,SCTR-11-MAY-2017-03,11-May-17,11-May-17,,,,,,,,,,,,,,1,,46,2327,SCHO,4118431,,364669,,49.1,Y,Y,N,M,,,,,,,,GPS 5 - 648,,,,
1596,RoadVES,SCTR-16-May-2017-04,17-May-17,16-May-17,,,,,,,19.5,76.6,,,,HM,NK,3,,74,110,SCHO,4119720,,364652,,49.1,DY,Y,N,M,,,,,,,,886,,,,
2171,RoadVES,SCTR-19-MAY-2017-06,19-May-17,19-May-17,,,,,,,,,,,,,,6,,233,2353,SCHO,4119655,,367591,,49.1,Y,Y,N,M,,,,,,,,1195,,,,
375,RoadVES,SCTR-22-APR-2016-02,22-Apr-16,22-Apr-16,2029,58,479,476,4118460,364962,,,4118409,365810,64F,"ADS, AO",,1,375,43,2200,SCHO,4118426,,365432,,49.3,Y,Y,N,M,,15.4,A,L.L.,Forest,N,,406,,,,
1850,RoadVES,SCTR-18-MAY-2017-02,18-May-17,18-May-17,,,,,,,,,,,,,,5,,76,42,SCHO,4120364,,363848,,49.3,Y,Y,N,M,,,,,,,,1069,,,,
1910,RoadVES,SCTR-18-MAY-2017-04,18-May-17,18-May-17,,,,,,,,,,,,,,5,,48,2339,SCHO,4118985,,364454,,49.3,Y,Y,N,M,,,,,,,,,,,,
1874,RoadVES,SCTR-18-MAY-2017-03,18-May-17,18-May-17,,,,,,,,,,,,ADS,NEK,5,,12,2139,SCHO,4119302,,364601,,49.4,Y,Y,N,M,,,,,,,,,,,,
1982,RoadVES,SCTR-19-may-2017-01,19-May-17,19-May-17,2110,,,,,,21.8,97.2,,,,"ADS, HM",RH,6,,42,2141,SCHO,4118968,,367360,,49.4,Y,Y,N,M,,,,,,,,,,,,
1406,RoadVES,SCTR-15-May-2017-01,15-May-17,15-May-17,2119,,,,,,,,,,,ADS,RH,R,,16,2251,SCHO,4120358,,363869,,49.4,Y,FAINT,N,M,,,,,,,,,,,,
142,RoadVES,SCTR-18-Apr-2016-01,4/18/16,,2145,235,,,4121428,363075,15.1,,4121433,363084,11,"ADS, AO, LT (scribe)",,,142,6,2201,SCHO,4121256,,363080,,49.5,Y,Y,DC,M,,-,A,leaf litter,forest,N,,point 198,,,,
